OBJECTID,Nousijamaa,Nimi,Lyhyt_tunn
2487,266,Kutteritie,H4104
2488,77,Kuttulammentie,E1405
2489,125,Kuttulammentie,E1423
2490,21,Kuttulampi,E1414
2491,12,Kuttulampi,E1415
2492,174,Kuulakamari,V4030
2493,27,Kuulakamari,V4031
2494,291,Kuulakuja,V9115
2495,34,Kuulakuja,V9116
2496,78,Kuunkatu,E3204
2497,150,Kuunkatu,E3205
2498,66,Kuunkehrä,E3265
2499,431,Kuunsilta,E3263
2500,1259,Kuunsilta,E3264
2501,111,Kuurinmäki,E6144
2502,83,Kuurinmäki,E6145
2503,37,Kuurintorppa,E6157
2504,0,Kuusala,Ki0436
2505,1,Kuusala,Ki0437
2506,2,Kuusijärvi,V9719
2507,13,Kuusijärvi,V9720
2508,20,Kuusikkokuja,V6490
2509,1,Kuusikkokuja,V6491
2510,68,Kuusikkotie,H2217
2511,196,Kuusikkotie,H2218
2512,14,Kuusikkotie,V6412
2513,102,Kuusikkotie,V6413
2514,4,Kuusikorvenkuja,V9816
2515,21,Kuusikoti,E6438
2516,0,Kuusikoti,E6439
2517,0,Kuusimäentie,V9707
2518,36,Kuusimäentie,V9708
2519,12,Kuusiniementie,H1411
2520,66,Kuusiniementie,H1410
2521,43,Kuusiniemi,E1505
2522,85,Kuusiniemi,E1506
2523,16,Kuusisaarenkuja,H1413
2524,134,Kuusisaarenkuja,H1412
2525,6,Kuusisaarentie,Si1701
2526,3,Kuusisaarentie,Si1702
2527,2,Kuusistontie,V3401
2528,3,Kuusistontie,V3402
2529,373,Kuusitie,H1923
2530,628,Kuusitie,H1920
2531,813,Kuusitie,H1925
2532,233,Kuusitie,H1924
2533,54,Kuusitie,V7227
2534,224,Kuusmiehenkaari,H2446
2535,7,Kuusmiehentie,H2287
2536,84,Kuusmiehentie,H2286
2537,235,Kuusmiehentie,H2675
2538,4,Kuussillankuja,V9329
2539,6,Kuussillantie,H3515
2540,95,Kuussillantie,H3514
2541,2,Kuutamotie,V3407
2542,4,Kuutamotie,V3408
2543,72,Kuutsalontie,H4516
2544,9,Kuutsalontie,H4517
2545,5,Kvarnängintie,Si1305
2546,5,Kvarnängintie,Si1308
2547,78,Kvartsiraitti,V2348
2548,2,Kvartsiraitti,V2349
2549,30,Kvis,Ki0317
2550,27,Kvis,Ki0318
2551,123,Kyllikinportti,H2097
2552,371,Kyllikinportti,H2096
2553,1,Kyllästämöntie,Si2113
2554,0,Kyllästämöntie,Si2114
2555,1,Kylmälä,Ki1306
2556,1,Kylmälä,Ki1307
2557,0,Kylmäoja,V7125
2558,59,Kylmäoja,V7126
2559,4,Kylväjänkuja,V1298
2560,49,Kylväjänkuja,V1299
2561,28,Kylvömaa,E7176
2562,7,Kylvötie,E7177
2563,1,Kylvötie,E7178
2564,30,Kylähallinaukio,E6035
2565,4,Kylähallinaukio,E6173
2566,21,Kyläkartano,E4962
2567,2,Kyläkartano,E4963
2568,0,Kyläkirkko,H1803
2569,27,Kyläkirkko,H1806
2570,3,Kyläkirkko,H1807
2571,1,Kyläkirkko,Si2710
2572,1,Kylänevantie,H1718
2573,2,Kylänevantie,H1717
2574,1,Kylänevantie,H2112
2575,1,Kylänevantie,H2113
2576,0,Kylänlahdentie,E4515
2577,2,Kylänlahdentie,E4516
2578,13,Kylänportti,E6331
2579,0,Kylänpääntie,V2315
2580,16,Kylänpääntie,V2316
2581,115,Kylänvanhimmantie,H3117
2582,208,Kylänvanhimmantie,H3116
2583,20,Kylätorintie,E6030
2584,9,Kylätorintie,E6031
2585,4,Kylävainionkuja,E6005
2586,50,Kylävainionkuja,E6034
2587,237,Kylävoudintie,H3112
2588,92,Kylävoudintie,H3113
2589,1,Kynttiläkuja,H3297
2590,29,Kynttiläkuja,V1822
2591,7,Kytökallio,V4138
2592,50,Kytökallio,V5290
2593,23,Kytökallio,V5299
2594,49,Kytökuja,V7424
2595,2,Kytömaa,E7914
2596,0,Kytömaantie,Ke0709
2597,1,Kytöpellontie,E7917
2598,1,Kytöpellontie,E7918
2599,23,Kytöpolku,H3281
2600,335,Kytöpolku,H3280
2601,0,Kyytimäki,E5139
2602,3,Kyytimäki,E5140
2603,79,Kyytitie,V6407
2604,173,Kyytitie,V6408
2605,81,Kyytitie,V6411
2606,19,Kyytitie,V6414
2607,0,Kålbackantie,Si2628
2608,1,Kålbackantie,Si2629
2609,1,Käenkatu,Ke0137
2610,1,Käenkatu,Ke0155
2611,111,Käenkuja,H2517
2612,0,Källvikintie,Ki0902
2613,18,Kämnerintie,H3358
2614,14,Kämnerintie,H3357
2615,320,Käpylän asema,H2441
2616,398,Käpylän asema,H2440
2617,144,Käpylän asema,H3139
2618,195,Käpylän asema,H3140
2619,160,Käpylän paloasema,H3135
2620,103,Käpylän paloasema,H3136
2621,289,Käpylänaukio,H2437
2622,579,Käpylänaukio,H2438
2623,74,Käpylänaukio,H2439
2624,17,Käpytie,H3161
2625,20,Käpytie,H3162
2626,3,Käpytie,Ke0612
2627,2,Kärkikuja,V4125
2628,3,Kärkikuja,V4126
2629,0,Kärkipuisto,V4127
2630,0,Kärkipuisto,V4128
2631,3,Kärras,Ki0813
2632,3,Käräjätuvantie,H2293
2633,37,Käräjätuvantie,H2292
2634,3,Käsiksentie,Si2621
2635,61,Käskynhaltijantie,H2442
2636,666,Käskynhaltijantie,H2443
2637,100,Kätilöopisto,H3055
2638,481,Kätilöopisto,H3056
2639,26,Kätköpaikantie,E4964
2640,15,Kääntökuja,Ki0219
2641,17,Kääpäkuja,V4037
2642,2,Käärmeniementie,H4671
2643,0,Käärmeniementie,H4672
2644,3,Käärtipolku,H1823
2645,0,Königstedt,V3310
2646,24,Köyhämäki,V6845
2647,14,Köyhämäki,V6848
2648,37,Köyhämäki,V6849
2649,46,Köyhämäki,V6850
2650,53,Köysikuja,V1201
2651,131,Köysikuja,V1202
2652,14,Laajakalliontie,Ki0462
2653,47,Laajakalliontie,Ki0520
2654,8,Laajakorvenmäki,V1768
2655,274,Laajalahden aukio,H1402
2656,420,Laajalahden aukio,H1401
2657,35,Laajalahden keskus,E2501
2658,39,Laajalahden koulu,E1203
2659,47,Laajalahden koulu,E1204
2660,0,Laajalahdentie,H1466
2661,111,Laajametsänkuja,V1702
2662,239,Laajametsänkuja,V1703
2663,14,Laajaranta,E1218
2664,15,Laajaranta,E2054
2665,1,Laajasuon puisto,H1742
2666,159,Laajasuontie,H1674
2667,21,Laajasuontie,H1675
2668,255,Laajavuorenkuja,V1716
2669,114,Laajavuorenkuja,V1717
2670,48,Laajavuorentie,V1720
2671,54,Laajavuorentie,V1798
2672,8,Laaksokuja,V6719
2673,32,Laaksolahdenaukio,E1449
2674,18,Laaksolahdenaukio,E1450
2675,16,Laaksolahdenranta,E1424
2676,31,Laaksolahdenranta,E1425
2677,0,Laaksosuontie,Si2306
2678,0,Laaksosuontie,Si2307
2679,132,Laaksotie,V6706
2680,106,Laaksotie,V6707
2681,222,Laamanninpuisto,H2300
2682,1,Ladonlukonpolku,H2348
2683,2,Ladonlukonpolku,H2351
2684,3,Laggnäsintie,Si2029
2685,3,Laggnäsintie,Si2030
2686,7,Lahdentie,Ke0720
2687,0,Lahdentie,Ke1008
2688,320,Lahnalahden p. (M),H1199
2689,82,Lahnalahden puisto,H1060
2690,124,Lahnalahdentie,H1065
2691,249,Lahnalahdentie,H1064
2692,2,Lahnatie,V8611
2693,53,Lahnuksen koulu,E7229
2694,3,Lahnuksen koulu,E7230
2695,22,Lahnuksenmäki,E7901
2696,0,Lahnuksenmäki,E7902
2697,4,Lahnus,E7221
2698,19,Lahnus,E7222
2699,0,Laineentie,Ke0518
2700,6,Laineentie,Ke0802
2701,8,Laippatie,H4238
2702,0,Laitamaantie,E6459
2703,1,Laitamaantie,E6460
2704,1,Laitmanintie,E5242
2705,1,Laitmanintie,E5241
2706,146,Laivalahdenportti,H4036
2707,1784,Laivalahdenportti,H4035
2708,2,Lakistonniitty,E7943
2709,10,Lakistonristi,E7962
2710,0,Lallintie,H3461
2711,1,Lallintie,H3462
2712,17,Lallukankuja,H4468
2713,17,Lallukankuja,H4489
2714,8,Lallukantie,H4388
2715,1,Lambert,E7127
2716,0,Lambert,E7133
2717,84,Lammaskuja,V1209
2718,522,Lammaskuja,V1210
2719,6,Lammaslammentie,V1401
2720,17,Lammaslammentie,V1402
2721,0,Lammelantie,Si1425
2722,1,Lammelantie,Si1426
2723,0,Lamminpääntie,Ki1727
2724,3,Lamminpääntie,Ki1728
2725,11,Lammintie,V3218
2726,1,Lammintie,V3220
2727,1,Lampetas,Si2616
2728,36,Lampputie,H3300
2729,2,Lampurintie,V3307
2730,2,Lampurintie,V3308
2731,47,Landbo,H5106
2732,29,Landbo,H5105
2733,19,Landbonpolku,H5107
2734,2,Lankela,E7935
2735,28,Lansanportti,E1810
2736,11,Lansanportti,E1811
2737,32,Lansanpuro,E1822
2738,20,Lansanpuro,E1823
2739,33,Lansantorppa,E1302
2740,15,Lansantorppa,E1303
2741,14,Lapilan koulu,Ke0416
2742,8,Lapinkylä,Ki1438
2743,3,Lapinkylä,Ki1439
2744,6,Lapinkylän rantatie,Ki1426
2745,3,Lapinkylän rantatie,Ki1427
2746,1,Lapinkyläntie,Ki1436
2747,194,Lapinlahden puist.,H1212
2748,569,Lapinrinne,H1232
2749,1560,Lapinrinne,H1234
2750,180,Lapinrinne,H1233
2751,0,Lappeentie,H4826
2752,9,Lars Sonckin tie,H4019
2753,57,Lars Sonckin tie,H4018
2754,13,Lasihytti,E5222
2755,146,Lasipalatsi,H1903
2756,38,Lasipalatsi,H1902
2757,570,Lassila,H1622
2758,237,Lassila,H1623
2759,3,Lastenlinna,H1289
2760,26,Lastenlinna,H1290
2761,191,Lastutie,V1309
2762,74,Lastutie,V1310
2763,1,Lastutie,V1328
2764,1,Latapelto,E7146
2765,1,Latapelto,E7147
2766,674,Latokartano,H3177
2767,600,Latokartano,H3178
2768,303,Latokartano,H3476
2769,781,Latokartanonkaari,H3467
2770,469,Latokartanonkaari,H3468
2771,56,Latokartanonsilmukka,H4537
2772,54,Latokartanonsilmukka,H4538
2773,58,Latokartanontie,H3182
2774,94,Latokartanontie,H3475
2775,118,Latokartanontie,H3391
2776,41,Latokartanontie,H3392
2777,231,Latokasken koulu,E4310
2778,13,Latokaskenniitty,E4305
2779,0,Latokaskenniitty,E4306
2780,74,Latokaski,E4313
2781,187,Latokaski,E4314
2782,1,Lattamiehentie,V9798
2783,9,Lattamiehentie,V9799
2784,5,Laturintörmä,E1991
2785,3,Laturintörmä,E1992
2786,15,Lauhatie,V6301
2787,10,Lauhatie,V6302
2788,12,Laukkipäänpolku,H3301
2789,61,Laukkipäänpolku,H3302
2790,0,Laukkoski,Pn4005
2791,3,Laulas,Si1611
2792,3,Laulas,Si1612
2793,74,Laulurastaanpolku,V8117
2794,20,Laulurastaantie,H3321
2795,84,Laulurastaantie,H3320
2796,181,Laulurastaantie,V8116
2797,1,Lauri Korpisen katu,V6223
2798,6,Lauri Mikonpojan tie,H4095
2799,401,Lauri Mikonpojan tie,H4096
2800,76,Laurinlahden koulu,E4067
2801,3,Laurinlahden koulu,E4068
2802,3,Laurinlahdentie,E4018
2803,69,Laurinlahdentie,E4019
2804,1,Laurinmäenkuja,H1768
2805,1,Laurinmäenkuja,H1769
2806,9,Laurintie,E2412
2807,29,Laurintie,E2413
2808,17,Laurintie,V7301
2809,22,Laurintie,V7303
2810,13,Laurintie,V7399
2811,30,Lautamiehenpolku,V5156
2812,44,Lautamiehenpolku,V5157
2813,42,Lautamiehentie,V5122
2814,155,Lautamiehentie,V5123
2815,1,Lautmäenkuja,V2234
2816,85,Lauttasaaren kirkko,H1029
2817,315,Lauttasaaren kirkko,H1028
2818,80,Lauttasaaren silta,H1019
2819,1504,Lauttasaaren silta,H1018
2820,260,Lauttasaaren silta,H1017
2821,321,Lauttasaarentie (M),H1025
2822,1712,Lauttasaarentie (M),H1024
2823,4,Lehdesniityntie,H1490
2824,173,Lehmipolku,V7403
2825,10,Lehmuskatu,Ke0618
2826,17,Lehmuskatu,Ke0619
2827,13,Lehmustontie,V8147
2828,125,Lehmustontie,V8148
2829,2,Lehmustontie,V8701
2830,34,Lehtikummunkuja,V4022
2831,47,Lehtikummuntie,V4018
2832,19,Lehtikummuntie,V4019
2833,0,Lehtikuusentie,Ki1724
2834,0,Lehtikuusentie,Ki1726
2835,0,Lehtikuusentie,Si2806
2836,0,Lehtimäentie,V3207
2837,11,Lehtimäentie,V3208
2838,805,Lehtimäki,E6002
2839,445,Lehtimäki,E6003
2840,1,Lehtisaarentie,H1488
2841,6,Lehtisaarentie,H1489
2842,93,Lehtisaarentie,H1414
2843,35,Lehtisaarentie,H1415
2844,388,Lehtisaarentie,H1414
2845,6,Leikkikuja,H4461
2846,191,Leikkikuja,H4460
2847,27,Leikkimäki,H4515
2848,49,Leikkimäki,H4514
2849,45,Leikkitie,V7140
2850,25,Leikkitie,V7141
2851,10,Leikosaarenraitti,H4906
2852,2,Leikosaarentie,H4668
2853,1,Leikosaarentie,H4666
2854,5,Leikosaarentie,H4960
2855,5,Leikosaarentie,H4961
2856,0,Leilitie,E3140
2857,67,Leilitie,E3141
2858,146,Leinelä,V7025
2859,40,Leinelä,V7026
2860,101,Leinelän asema,V7028
2861,169,Leinelän asema,V7029
2862,40,Leinelänkaari,V7033
2863,29,Leinelänkaari,V7034
2864,46,Leineläntie,V7030
2865,131,Leineläntie,V7031
2866,188,Leinikkitie,V6507
2867,219,Leinikkitie,V6508
2868,1,Leirikatu,E1122
2869,6,Leirikatu,E1123
2870,77,Leiritie,V1501
2871,226,Leiritie,V1596
2872,17,Leivosentie,H3325
2873,101,Leivosentie,H3324
2874,5,Lekkerikallio,Ki0457
2875,79,Lentoasema T1,V5313
2876,0,Lentoasema T1,V5329
2877,12,Lentoasema T2,V5312
2878,2,Lentoasema T2,V5324
2879,506,Lentoasema T2,V5351
2880,52,Lentoasemantie,V5110
2881,133,Lentoasemantie,V5120
2882,206,Lentoasemantie,V5121
2883,119,Leppisaarenkuja,H4191
2884,1,Leppisaarenkuja,H4192
2885,2,Leppäkorpi,V8420
2886,2,Leppäkorventie,Ke1001
2887,38,Leppälinnunrinne,E1861
2888,122,Leppäsilta,E1835
2889,122,Leppäsilta,E1836
2890,10,Leppäsolmu,E1202
2891,8,Leppäsolmu,E2502
2892,36,Leppäsuonkatu,H1231
2893,13,Leppäsuonkatu,H1230
2894,0,Leppäsuontie,Ki0116
2895,7,Leppäsuontie,Ki0117
2896,42,Leppätie,H3498
2897,32,Leppätie,H3204
2898,54,Leppätie,H3499
2899,765,Leppävaaran asema,E1024
2900,1038,Leppävaaran asema,E1025
2901,740,Leppävaaran asema,E1026
2902,909,Leppävaaran asema,E1027
2903,818,Leppävaaran asema,E1029
2904,1478,Leppävaaran asema,E1032
2905,682,Leppävaaran asema,E1033
2906,760,Leppävaaran asema,E1034
2907,606,Leppävaaran asema,E1036
2908,605,Leppävaaran asema,E1037
2909,57,Leppävaaran asema,E1038
2910,296,Leppävaaran asema,E1039
2911,2045,Leppävaaran asema,E1116
2912,807,Leppävaaran asema,E1117
2913,57,Leppävaaran keskus,E1006
2914,430,Leppävaaran keskus,E1007
2915,486,Leppävaaran keskus,E1010
2916,439,Leppävaaran keskus,E1011
2917,16,Levonmäentie,Ke0508
2918,41,Levonmäentie,Ke0509
2919,2,Levonojantie,V6717
2920,8,Levonojantie,V6718
2921,8,Levytie,H4241
2922,17,Liikelentotie,V5314
2923,15,Liikelentotie,V5315
2924,35,Liinakkokuja,V9412
2925,181,Liinakkokuja,V9413
2926,7,Liinasaarentie,E2306
2927,20,Liinasaarentie,E2307
2928,85,Liisankatu,H2012
2929,40,Liisanpuistikko,H2016
2930,21,Liisanpuistikko,H2015
2931,105,Liisanpuistikko,H2018
2932,0,Lilla Svartviken,Si0308
2933,1,Lillbass,E5105
2934,50,Lillbass,E5106
2935,2,Lillhemt,E3301
2936,47,Lillhemt,E3302
2937,0,Lillhemtinpuisto,E3303
2938,7,Lillhemtinpuisto,E3304
2939,1,Lillkanskog,Ki0944
2940,2,Lillängintie,Ki1537
2941,0,Lillängintie,Ki1540
2942,3,Lillängintie,Si2807
2943,5,Limnologinraitti,H3489
2944,23,Linda,Si0816
2945,30,Lindal,Ki0478
2946,24,Lindal,Ki0480
2947,3,Lindalintie,Ki0431
2948,0,Lindalintie,Ki0432
2949,0,Lindalintie,Ki0519
2950,6,Lindmaninkorpi,V6403
2951,15,Lindmaninkorpi,V6404
2952,0,Lindnäs,Si2907
2953,0,Linja-autoasema,Po3001
2954,3,Linjaloistonkatu,E4226
2955,0,Linjaloistonkatu,E4227
2956,2,Linnaistentie,V1009
2957,83,Linnaistentie,V1010
2958,16,Linnake,E2323
2959,104,Linnake,E2324
2960,31,Linnanherrantie,H4351
2961,181,Linnanherrantie,H4350
2962,48,Linnanherrantie,H4379
2963,108,Linnanherrantie,H4380
2964,1,Linnankalliontie,V2417
2965,7,Linnankalliontie,V2418
2966,6,Linnankoskenkatu,H1316
2967,595,Linnankoskenkatu,H1317
2968,272,Linnankoskenkatu,H1316
2969,125,Linnanmäki,H0633
2970,82,Linnanmäki,H0634
2971,374,Linnanrakentajantie,H4037
2972,255,Linnanrakentajantie,H4038
2973,177,Linnanrakentajantie,H4039
2974,12,Linnantie,Si2507
2975,2,Linnavuorentie,H4847
2976,254,Linnoituksentie,H4454
2977,146,Linnoituksentie,H4453
2978,2,Linnoitustie,E1120
2979,9,Linnoitustie,E1121
2980,0,Linnunkivi,E6949
2981,27,Linnuntie,E1913
2982,9,Linnuntie,E1961
2983,22,Linnustaja,E1527
2984,55,Linnustaja,E1528
2985,7,Linnäsintie,Si1111
2986,2,Lintukallionkuja,V1725
2987,42,Lintukallionkuja,V1726
2988,40,Lintukulma,E1909
2989,298,Lintukulma,E1910
2990,42,Lintulaakson koulu,E1960
2991,1,Lintulaakson koulu,E1956
2992,4,Lintulaakson koulu,E1963
2993,200,Lintumetsä,E1966
2994,1,Lintumetsä,E1982
2995,113,Lintuparvenaukio,E1905
2996,15,Lintuparvenaukio,E1953
2997,10,Lintuvaaran koulu,E1954
2998,30,Lintuvaaran koulu,E1955
2999,31,Lipparinne,E1426
3000,87,Lipparinne,E1427
3001,23,Lippukuja,V2342
3002,7,Lippukuja,V2343
3003,287,Lippulaiva,E4023
3004,145,Lippulaiva,E4024
3005,20,Lippupuisto,V2340
3006,7,Lippupuisto,V2341
3007,0,Lisebergintie,Si1107
3008,15,Lisebergintie,Si1109
3009,0,Liuskekuja,H3720
3010,1,Liuskekuja,H3721
3011,2,Liusketie,H3717
3012,20,Liusketie,V2327
3013,11,Liusketie,V2328
3014,4,Lival,Si2204
3015,1,Ljusdalantie,Ki0228
3016,14,Ljusdalantie,Ki0229
3017,0,Lohantie,Ki1201
3018,0,Lohantie,Ki1202
3019,1,Loikkokuja,V6515
3020,37,Loimitie,V9622
3021,4,Loimitie,V9623
3022,3,Lokipolku,H4619
3023,12,Lokipolku,H4620
3024,0,Lokitie,H4616
3025,233,Lokitie,H4577
3026,94,Lokitie,H4578
3027,491,Lokkalantie,H1393
3028,524,Lokkalantie,H1392
3029,1,Lokkisaarentie,H4638
3030,231,Lokkisaarentie,H4639
3031,121,Lommila,E6032
3032,109,Lommila,E6308
3033,122,Lotankatu,E1974
3034,1,Lotankatu,E1975
3035,37,Louhelan asema,V1516
3036,58,Louhelan asema,V1559
3037,25,Louhelantie,V1707
3038,7,Louhelantie,V1758
3039,116,Louhentori,E2056
3040,42,Louhentori,E2074
3041,51,Louhikkotie,H3511
3042,473,Louhikkotie,H3510
3043,9,Louhosmäki,Ki1519
3044,3,Louhosmäki,Ki1521
3045,114,Lugnet,E6171
3046,297,Lugnet,E6172
3047,0,Lugnet,Ki1304
3048,1,Lugnet,Ki1305
3049,2,Lugnnäsintie,Si2810
3050,1,Luhtaanmäenkuja,V3101
3051,0,Luhtaniitty,E6193
3052,52,Luhtaniitty,E6194
3053,2,Luhtimäki,V1435
3054,119,Luhtimäki,V1442
3055,12,Lukkarinpuro,E6819
3056,7,Lukkarinpuro,E6820
3057,3,Lukkirinne,V8627
3058,19,Lukkirinne,V8628
3059,15,Lukkitie,V8629
3060,11,Lukkitie,V8630
3061,107,Lukupolku,H3134
3062,83,Lukupuronportti,E2123
3063,2,Lukupuronpuisto,E2122
3064,17,Lukusilta,E2444
3065,11,Lukusolmu,E2445
3066,4,Lukusolmu,E2443
3067,4,Lukutie,E2410
3068,33,Lukutie,E2411
3069,236,Lukutori,E3312
3070,51,Lukutori,E3314
3071,0,Lumikero,V9128
3072,25,Lumikkotie,V8405
3073,60,Lummetie,V6131
3074,19,Lumo,V8142
3075,2,Luoma,Ki1722
3076,0,Luoma,Ki1723
3077,2,Luomankuja,Ki0238
3078,8,Luomankuja,Ki0239
3079,2,Luomanmäki,Ki0240
3080,26,Luomanmäki,Ki0241
3081,20,Luomannotko,E3235
3082,3,Luomannotko,E3255
3083,2,Luomanvarsi,E3253
3084,20,Luomanvarsi,E3254
3085,3,Luostonkuja,H4894
3086,2,Luostonkuja,H4895
3087,8,Luoteisrinne,E4428
3088,9,Luoteisrinne,E4432
3089,6,Lupajantie,H4398
3090,0,Luukki,E7225
3091,2,Luukki,E7226
3092,8,Luutnantinpolku,H1549
3093,139,Luutnantinpolku,H1548
3094,2,Luuvaniementie,H1451
3095,2,Luuvaniementie,H1452
3096,7,Luuvantie,E1440
3097,51,Luuvantie,E1444
3098,1,Lyhtytie,H3491
3099,12,Lyhtytie,H3493
3100,13,Lystimäenristi,E3237
3101,212,Lystimäenristi,E3238
3102,1,Långvik,Ki1108
3103,19,Långvik,Ki1109
3104,16,Lähdeaukio,E1431
3105,0,Lähdemäentie,V9711
3106,3,Lähdemäentie,V9712
3107,52,Lähdepuronpuisto,E1422
3108,350,Lähderannanristi,E1403
3109,156,Lähderannanristi,E1404
3110,201,Lähderannanristi,E1430
3111,672,Läkkisepänkuja,E1030
3112,4,Läkkisepänkuja,E1031
3113,30,Länsimetsä,E4931
3114,0,Länsimäen kirkko,V9109
3115,0,Länsimäen terveysas.,V9111
3116,1,Länsimäentie,H4411
3117,1,Länsisalmentie,V9001
3118,0,Länsisalmentie,V9002
3119,1,Länsisalmi,V9008
3120,20,Länsisatamankatu,H1165
3121,18,Länsisatamankatu,H1166
3122,1,Länsitie,Si1422
3123,4,Länsitie,Si1423
3124,1767,Länsiväylä,H1013
3125,422,Länsiväylä,H1014
3126,2257,Länsiväylä,H1011
3127,0,Läntinen teollisuusk,E7165
3128,15,Läntinen teollisuusk,E7166
3129,0,Lönnholmintie,Si0605
3130,0,Lönnholmintie,Si0606
3131,0,Lövkoskentie,Si2517
3132,15,Maaherrantie,H3075
3133,77,Maaherrantie,H3076
3134,227,Maakotkanpolku,V8101
3135,0,Maakotkantie,V8199
3136,2,Maalinauhantie,V9101
3137,1,Maalinauhantie,V9102
3138,0,Maanmittarintie,V9727
3139,12,Maanmittarintie,V9728
3140,1,Maapadontie,H3650
3141,1,Maapadontie,H3651
3142,60,Maapallo,V7432
3143,2,Maarinpuro,E7114
3144,1,Maarinpuro,E7148
3145,82,Maarukka,V8207
3146,1,Maarukka,V8213
3147,4,Maasälväntie,H3716
3148,1,Maauuninkuja,V8114
3149,245,Maauuninkuja,V8115
3150,1,Madetojankuja,H3738
3151,2,Madetojankuja,H3739
3152,40,Maininki,E4030
3153,422,Maininki,E4031
3154,123,Maisematie,V6713
3155,0,Maisematie,V6714
3156,48,Maissikuja,V1294
3157,19,Maissikuja,V1295
3158,3,Maissikuja,V1296
3159,10,Maissikuja,V1297
3160,2,Majakanvartijankatu,H4631
3161,8,Majakanvartijankatu,H4599
3162,1,Majavankierros,Ke0131
3163,67,Majavankierros,Ke0132
3164,30,Majavatie,H4055
3165,256,Majavatie,H4056
3166,4,Majavatie,V8312
3167,2,Majavatie,V8313
3168,188,Majurinkulma,E1157
3169,55,Majurinkulma,E1158
3170,147,Majurinkulma,E1971
3171,59,Majurinpolku,E1164
3172,56,Majurinpolku,E1165
3173,3,Majvik,Si0509
3174,1,Majvik,Si0510
3175,3,Makslahdentie,E1213
3176,31,Makslahdentie,E1214
3177,1,Maljatie,H2327
3178,2,Maljatie,H2326
3179,36,Malmarintie,V6606
3180,8,Malmarintie,V6607
3181,60,Malmarintie,V6608
3182,85,Malmimäki,V6012
3183,20,Malmimäki,V6013
3184,3,Malmin asema,H3446
3185,87,Malmin asema,H3445
3186,1091,Malmin asema,H3442
3187,1036,Malmin asema,H3444
3188,51,Malmin asema,H3441
3189,625,Malmin asema,H3443
3190,775,Malmin asema(term.),H3256
3191,1430,Malmin asema(term.),H3259
3192,611,Malmin asema(term.),H3258
3193,8,Malmin asema(term.),H3261
3194,485,Malmin asema(term.),H3260
3195,440,Malmin asema(term.),H3255
3196,290,Malmin asema(term.),H3562
3197,170,Malmin asematie,H3238
3198,4,Malmin asematie,H3237
3199,129,Malmin hautausmaa,H3248
3200,233,Malmin hautausmaa,H3247
3201,12,Malmin lentoasema,H3399
3202,59,Malmin lentoasema,H3400
3203,16,Malmin raitti 15,H3439
3204,11,Malmin raitti 15,H3440
3205,875,Malmin sairaala,H3266
3206,8,Malmin sairaala,H3262
3207,365,Malmin sairaala,H3265
3208,1500,Malmin tori,H3263
3209,594,Malmin tori,H3264
3210,225,Malminiitty,V6509
3211,324,Malminiitty,V6510
3212,0,Malminiitynpolku,V6542
3213,2,Malminiitynpolku,V6543
3214,1,Malminkaari,H3802
3215,0,Malminkaari,H3801
3216,8,Malminkartanon as.,H1551
3217,153,Malminkartanon as.,H1550
3218,141,Malminkartanontie,H1576
3219,76,Malminkartanontie,H1577
3220,14,Malmirajantie,V4005
3221,31,Malmirajantie,V4006
3222,16,Mamsellimyllynkatu,H4277
3223,115,Mamsellimyllynkatu,H4297
3224,424,Mamsellintie,V5132
3225,1,Mankinniitty,E5158
3226,0,Mankinniitty,E5161
3227,1,Mankinsilta,E5116
3228,4,Mankinsilta,E5143
3229,27,Mankkaanaukio,E2417
3230,78,Mankkaankallio,E2405
3231,157,Mankkaankallio,E2406
3232,1,Manniksentie,Si2003
3233,0,Manniksentie,Si2005
3234,1,Manninpelto,E7938
3235,4,Manninpelto,E7939
3236,161,Mantelikuja,V1205
3237,26,Manttaalitie,V5227
3238,133,Manttaalitie,V5259
3239,235,Maratontie,H3509
3240,53,Maratontie,H3508
3241,44,Maratontie,V9121
3242,109,Maratontie,V9122
3243,15,Marjaniementie,H4213
3244,78,Marjaniementie,H4212
3245,169,Marjaniementie,H4337
3246,6,Marjaniemi,H4217
3247,56,Marjaniemi,H4216
3248,33,Markkulantie,V6422
3249,17,Markkulantie,V6423
3250,1,Marsalkantie,H4015
3251,71,Marsalkantie,H4014
3252,128,Marsinkuja,V8205
3253,222,Marsinkuja,V8208
3254,0,Marstrand,V2206
3255,0,Marsupolku,V8394
3256,1,Marsupolku,V8395
3257,83,Martinkeskus,V1704
3258,100,Martinkeskus,V1705
3259,5,Martinkyläntie,V1453
3260,19,Martinkyläntie,V1714
3261,12,Martinkyläntie,V1731
3262,1,Martinkyläntie,V1732
3263,8,Martinkyläntie 49,V1421
3264,29,Martinkyläntien th,Si2212
3265,2,Martinkyläntien th,Si2213
3266,9,Martinlaakson asema,V1706
3267,216,Martinlaakson asema,V1715
3268,173,Martinlaakson asema,V1743
3269,220,Martinlaakson asema,V1744
3270,220,Martinlaakson asema,V1745
3271,281,Martinlaakson asema,V1746
3272,273,Martinlaakson asema,V1747
3273,117,Martinlaakson asema,V1748
3274,18,Martinniitty,E4921
3275,36,Martinsilta,E4210
3276,124,Marttila,H1568
3277,186,Marttila,H1618
3278,160,Marttila,H1569
3279,26,Marttila,H1619
